价格 价差 真实标签 预测标签 原仓位 预测仓位
5321.00 2.80 1.00 1.00 0.50 0.50
5323.80 2.60 -1.00 -1.00 -0.50 -0.50
5326.40 5.00 -2.00 -2.00 -1.00 -1.00
5331.40 -2.00 -2.00 -2.00 -1.00 -1.00
5329.40 -1.40 -2.00 -2.00 -1.00 -1.00
5328.00 -4.00 -2.00 -2.00 -1.00 -1.00
5324.00 -7.80 -2.00 -2.00 -1.00 -1.00
5316.20 1.20 1.00 1.00 0.50 0.50
5317.40 1.00 0.00 0.00 0.00 0.00
5318.40 -1.40 -1.00 -1.00 -0.50 -0.50
5317.00 -0.80 -1.00 -1.00 -0.50 -0.50
5316.20 5.40 -1.00 -1.00 -0.50 -0.50
5321.60 3.80 -2.00 -2.00 -1.00 -1.00
5325.40 -3.20 -2.00 -2.00 -1.00 -1.00
5322.20 -1.80 -2.00 -2.00 -1.00 -1.00
5320.40 0.00 -2.00 -2.00 -1.00 -1.00
5320.40 2.40 -2.00 -2.00 -1.00 -1.00
5322.80 -8.00 -2.00 -2.00 -1.00 -1.00
5314.80 -7.20 -2.00 -2.00 -1.00 -1.00
5307.60 2.40 -2.00 -2.00 -1.00 -1.00
5310.00 1.60 -2.00 -2.00 -1.00 -1.00
5311.60 -10.60 -2.00 -2.00 -1.00 -1.00
5301.00 3.80 -2.00 -2.00 -1.00 -1.00
5304.80 -2.20 -2.00 -2.00 -1.00 -1.00
5302.60 -5.00 -2.00 -2.00 -1.00 -1.00
5297.60 6.20 -2.00 -2.00 -1.00 -1.00
5303.80 -5.00 -2.00 -2.00 -1.00 -1.00
5298.80 -8.60 -2.00 -2.00 -1.00 -1.00
5290.20 -0.60 -2.00 -2.00 -1.00 -1.00
5289.60 -5.60 -2.00 -2.00 -1.00 -1.00
5284.00 0.40 1.00 1.00 0.50 0.50
5284.40 -8.00 1.00 1.00 0.50 0.50
5276.40 -8.20 2.00 2.00 1.00 1.00
5268.20 12.80 2.00 2.00 1.00 1.00
5281.00 15.60 2.00 2.00 1.00 1.00
5296.60 -4.40 -2.00 -2.00 -1.00 -1.00
5292.20 -4.40 -2.00 -2.00 -1.00 -1.00
5287.80 -2.20 0.00 0.00 0.00 0.00
5285.60 6.40 2.00 2.00 1.00 1.00
5292.00 -9.40 -2.00 -2.00 -1.00 -1.00
5282.60 2.20 2.00 2.00 1.00 1.00
5284.80 6.80 1.00 1.00 0.50 0.50
5291.60 -5.40 -2.00 -2.00 -1.00 -1.00
5286.20 2.00 0.00 0.00 0.00 0.00
5288.20 -0.60 -2.00 -2.00 -1.00 -1.00
5287.60 -3.60 -2.00 -2.00 -1.00 -1.00
5284.00 12.40 0.00 0.00 0.00 0.00
5296.40 -0.60 -2.00 -2.00 -1.00 -1.00
5295.80 -2.80 -2.00 -2.00 -1.00 -1.00
5293.00 -11.80 -2.00 -2.00 -1.00 -1.00
5281.20 -1.20 -1.00 -1.00 -0.50 -0.50
5280.00 0.20 -1.00 -1.00 -0.50 -0.50
5280.20 -1.40 -2.00 -2.00 -1.00 -1.00
5278.80 3.60 -1.00 -1.00 -0.50 -0.50
5282.40 -0.80 -2.00 -2.00 -1.00 -1.00
5281.60 11.40 -2.00 -2.00 -1.00 -1.00
5293.00 -14.40 -2.00 -2.00 -1.00 -1.00
5278.60 1.40 -2.00 -2.00 -1.00 -1.00
5280.00 0.00 -2.00 -2.00 -1.00 -1.00
5280.00 -5.00 -2.00 -2.00 -1.00 -1.00
5275.00 3.20 -1.00 -1.00 -0.50 -0.50
5278.20 -7.60 -2.00 -2.00 -1.00 -1.00
5270.60 3.20 2.00 2.00 1.00 1.00
5273.80 -2.80 2.00 2.00 1.00 1.00
5271.00 -1.80 2.00 2.00 1.00 1.00
5269.20 5.00 2.00 2.00 1.00 1.00
5274.20 -1.00 2.00 2.00 1.00 1.00
5273.20 -2.00 2.00 2.00 1.00 1.00
5271.20 4.20 2.00 2.00 1.00 1.00
5275.40 -0.60 2.00 2.00 1.00 1.00
5274.80 -5.80 2.00 2.00 1.00 1.00
5269.00 3.40 2.00 2.00 1.00 1.00
5272.40 9.80 2.00 2.00 1.00 1.00
5282.20 5.80 2.00 2.00 1.00 1.00
5288.00 6.00 2.00 2.00 1.00 1.00
5294.00 -0.40 -2.00 -2.00 -1.00 -1.00
5293.60 -7.00 0.00 0.00 0.00 0.00
5286.60 -1.60 2.00 2.00 1.00 1.00
5285.00 3.40 2.00 2.00 1.00 1.00
5288.40 -0.40 2.00 2.00 1.00 1.00
5288.00 -4.00 2.00 2.00 1.00 1.00
5284.00 8.40 2.00 2.00 1.00 1.00
5292.40 -8.20 2.00 2.00 1.00 1.00
5284.20 0.00 2.00 2.00 1.00 1.00
5284.20 4.00 2.00 2.00 1.00 1.00
5288.20 14.60 2.00 2.00 1.00 1.00
5302.80 2.20 2.00 2.00 1.00 1.00
5305.00 1.40 2.00 2.00 1.00 1.00
5306.40 3.80 2.00 2.00 1.00 1.00
5310.20 -5.40 0.00 0.00 0.00 0.00
5304.80 2.60 2.00 2.00 1.00 1.00
5307.40 1.40 2.00 2.00 1.00 1.00
5308.80 9.40 1.00 1.00 0.50 0.50
5318.20 6.80 -2.00 -2.00 -1.00 -1.00
5325.00 -8.00 -2.00 -2.00 -1.00 -1.00
5317.00 0.20 -2.00 -2.00 -1.00 -1.00
5317.20 -2.60 -2.00 -2.00 -1.00 -1.00
5314.60 -7.40 -2.00 -2.00 -1.00 -1.00
5307.20 1.80 0.00 0.00 0.00 0.00
5309.00 -0.40 -2.00 -2.00 -1.00 -1.00
5308.60 -2.00 -1.00 -1.00 -0.50 -0.50
5306.60 -4.60 0.00 0.00 0.00 0.00
5302.00 1.40 2.00 2.00 1.00 1.00
5303.40 3.80 2.00 2.00 1.00 1.00
5307.20 -4.80 1.00 1.00 0.50 0.50
5302.40 9.80 2.00 2.00 1.00 1.00
5312.20 -3.60 -2.00 -2.00 -1.00 -1.00
5308.60 0.40 0.00 0.00 0.00 0.00
5309.00 -4.20 0.00 0.00 0.00 0.00
5304.80 -0.60 2.00 2.00 1.00 1.00
5304.20 5.20 2.00 2.00 1.00 1.00
5309.40 -1.80 0.00 0.00 0.00 0.00
5307.60 3.40 2.00 2.00 1.00 1.00
5311.00 6.40 0.00 0.00 0.00 0.00
5317.40 -3.20 -2.00 -2.00 -1.00 -1.00
5314.20 -4.40 -2.00 -2.00 -1.00 -1.00
5309.80 -3.60 -1.00 -1.00 -0.50 -0.50
5306.20 -0.20 1.00 1.00 0.50 0.50
5306.00 0.80 1.00 1.00 0.50 0.50
5306.80 4.00 1.00 1.00 0.50 0.50
5310.80 1.20 0.00 0.00 0.00 0.00
5312.00 -2.00 0.00 0.00 0.00 0.00
5310.00 -1.00 2.00 2.00 1.00 1.00
5309.00 -0.40 2.00 2.00 1.00 1.00
5308.60 10.20 2.00 2.00 1.00 1.00
5318.80 -11.20 0.00 0.00 0.00 0.00
5307.60 -6.40 2.00 2.00 1.00 1.00
5301.20 4.00 2.00 2.00 1.00 1.00
5305.20 -8.20 2.00 2.00 1.00 1.00
5297.00 7.80 2.00 2.00 1.00 1.00
5304.80 3.20 2.00 2.00 1.00 1.00
5308.00 14.00 2.00 2.00 1.00 1.00
5322.00 7.40 2.00 2.00 1.00 1.00
5329.40 3.20 2.00 2.00 1.00 1.00
5332.60 -1.20 2.00 2.00 1.00 1.00
5331.40 -1.20 2.00 2.00 1.00 1.00
5330.20 10.80 2.00 2.00 1.00 1.00
5341.00 -1.60 2.00 2.00 1.00 1.00
5339.40 -2.20 2.00 2.00 1.00 1.00
5337.20 8.40 2.00 2.00 1.00 1.00
5345.60 7.60 2.00 2.00 1.00 1.00
5353.20 3.40 2.00 2.00 1.00 1.00
5356.60 4.40 0.00 0.00 0.00 0.00
5361.00 -4.40 -2.00 -2.00 -1.00 -1.00
5356.60 -0.60 0.00 0.00 0.00 0.00
5356.00 -3.40 0.00 0.00 0.00 0.00
5352.60 4.00 2.00 2.00 1.00 1.00
5356.60 -3.80 -2.00 -2.00 -1.00 -1.00
5352.80 8.60 0.00 0.00 0.00 0.00
5361.40 3.40 -2.00 -2.00 -1.00 -1.00
5364.80 -0.40 -2.00 -2.00 -1.00 -1.00
5364.40 -8.60 -2.00 -2.00 -1.00 -1.00
5355.80 2.80 -2.00 -2.00 -1.00 -1.00
5358.60 -4.00 -2.00 -2.00 -1.00 -1.00
5354.60 -2.40 -2.00 -2.00 -1.00 -1.00
5352.20 -2.40 -2.00 -2.00 -1.00 -1.00
5349.80 2.40 0.00 0.00 0.00 0.00
5352.20 -6.00 -2.00 -2.00 -1.00 -1.00
5346.20 0.20 2.00 2.00 1.00 1.00
5346.40 -4.00 2.00 2.00 1.00 1.00
5342.40 4.20 2.00 2.00 1.00 1.00
5346.60 -7.40 2.00 2.00 1.00 1.00
5339.20 3.20 2.00 2.00 1.00 1.00
5342.40 5.20 2.00 2.00 1.00 1.00
5347.60 -1.60 2.00 2.00 1.00 1.00
5346.00 9.20 2.00 2.00 1.00 1.00
5355.20 7.20 0.00 0.00 0.00 0.00
5362.40 -7.00 -2.00 -2.00 -1.00 -1.00
5355.40 -4.40 -1.00 -1.00 -0.50 -0.50
5351.00 -1.20 1.00 1.00 0.50 0.50
5349.80 1.20 2.00 2.00 1.00 1.00
5351.00 4.00 1.00 1.00 0.50 0.50
5355.00 1.00 -1.00 -1.00 -0.50 -0.50
5356.00 -3.20 -2.00 -2.00 -1.00 -1.00
5352.80 4.00 0.00 0.00 0.00 0.00
5356.80 5.60 -2.00 -2.00 -1.00 -1.00
5362.40 -3.40 -2.00 -2.00 -1.00 -1.00
5359.00 -2.40 -2.00 -2.00 -1.00 -1.00
5356.60 -7.40 -2.00 -2.00 -1.00 -1.00
5349.20 -2.40 2.00 2.00 1.00 1.00
5346.80 0.60 2.00 2.00 1.00 1.00
5347.40 -3.00 2.00 2.00 1.00 1.00
5344.40 6.40 2.00 2.00 1.00 1.00
5350.80 1.40 2.00 2.00 1.00 1.00
5352.20 3.00 2.00 2.00 1.00 1.00
5355.20 1.20 2.00 2.00 1.00 1.00
5356.40 0.40 2.00 2.00 1.00 1.00
5356.80 2.20 2.00 2.00 1.00 1.00
5359.00 -0.80 2.00 2.00 1.00 1.00
5358.20 -2.20 2.00 2.00 1.00 1.00
5356.00 6.20 2.00 2.00 1.00 1.00
5362.20 0.00 2.00 2.00 1.00 1.00
5362.20 11.60 2.00 2.00 1.00 1.00
5373.80 2.80 2.00 2.00 1.00 1.00
5376.60 -0.60 0.00 0.00 0.00 0.00
5376.00 2.00 0.00 0.00 0.00 0.00
5378.00 -1.00 -1.00 -1.00 -0.50 -0.50
5377.00 -3.60 0.00 0.00 0.00 0.00
5373.40 1.80 2.00 2.00 1.00 1.00
5375.20 -0.40 1.00 1.00 0.50 0.50
5374.80 2.40 1.00 1.00 0.50 0.50
5377.20 -3.20 0.00 0.00 0.00 0.00
5374.00 3.80 2.00 2.00 1.00 1.00
5377.80 -2.60 0.00 0.00 0.00 0.00
5375.20 -1.80 1.00 1.00 0.50 0.50
5373.40 8.80 2.00 2.00 1.00 1.00
5382.20 -2.80 -2.00 -2.00 -1.00 -1.00
5379.40 -3.00 -1.00 -1.00 -0.50 -0.50
5376.40 5.00 0.00 0.00 0.00 0.00
5381.40 -2.40 -2.00 -2.00 -1.00 -1.00
5379.00 -6.60 -2.00 -2.00 -1.00 -1.00
5372.40 0.60 2.00 2.00 1.00 1.00
5373.00 7.40 2.00 2.00 1.00 1.00
5380.40 -3.00 -2.00 -2.00 -1.00 -1.00
5377.40 0.60 0.00 0.00 0.00 0.00
5378.00 -4.20 0.00 0.00 0.00 0.00
5373.80 4.40 2.00 2.00 1.00 1.00
5378.20 2.60 0.00 0.00 0.00 0.00
5380.80 -2.60 -1.00 -1.00 -0.50 -0.50
5378.20 -0.20 1.00 1.00 0.50 0.50
5378.00 -3.80 2.00 2.00 1.00 1.00
5374.20 -4.20 2.00 2.00 1.00 1.00
5370.00 4.20 2.00 2.00 1.00 1.00
5374.20 2.00 2.00 2.00 1.00 1.00
5376.20 2.20 2.00 2.00 1.00 1.00
5378.40 2.40 2.00 2.00 1.00 1.00
5380.80 2.20 2.00 2.00 1.00 1.00
5383.00 -0.40 2.00 2.00 1.00 1.00
5382.60 2.00 2.00 2.00 1.00 1.00
5384.60 0.60 2.00 2.00 1.00 1.00
5385.20 -0.60 2.00 2.00 1.00 1.00
5384.60 7.80 2.00 2.00 1.00 1.00
5392.40 2.00 1.00 1.00 0.50 0.50
5394.40 1.60 0.00 0.00 0.00 0.00
5396.00 0.80 -2.00 -2.00 -1.00 -1.00
5396.80 -0.80 -2.00 -2.00 -1.00 -1.00
5396.00 0.80 -2.00 -2.00 -1.00 -1.00
5396.80 -3.60 -2.00 -2.00 -1.00 -1.00
5393.20 0.40 -1.00 -1.00 -0.50 -0.50
5393.60 1.40 -2.00 -2.00 -1.00 -1.00
5395.00 0.60 -2.00 -2.00 -1.00 -1.00
5395.60 -1.00 -2.00 -2.00 -1.00 -1.00
5394.60 -1.80 -2.00 -2.00 -1.00 -1.00
5392.80 2.40 -2.00 -2.00 -1.00 -1.00
5395.20 -7.40 -2.00 -2.00 -1.00 -1.00
5387.80 -0.20 0.00 0.00 0.00 0.00
5387.60 0.00 0.00 0.00 0.00 0.00
5387.60 0.20 0.00 0.00 0.00 0.00
5387.80 1.40 0.00 0.00 0.00 0.00
5389.20 -1.40 0.00 0.00 0.00 0.00
5387.80 1.20 1.00 1.00 0.50 0.50
5389.00 1.00 0.00 0.00 0.00 0.00
5390.00 -2.40 0.00 0.00 0.00 0.00
5387.60 -2.00 2.00 2.00 1.00 1.00
5385.60 1.60 2.00 2.00 1.00 1.00
5387.20 0.00 2.00 2.00 1.00 1.00
5387.20 1.60 2.00 2.00 1.00 1.00
5388.80 0.60 1.00 1.00 0.50 0.50
5389.40 3.00 0.00 0.00 0.00 0.00
5392.40 -3.60 -2.00 -2.00 -1.00 -1.00
5388.80 3.80 0.00 0.00 0.00 0.00
5392.60 0.40 -2.00 -2.00 -1.00 -1.00
5393.00 1.80 -2.00 -2.00 -1.00 -1.00
5394.80 -3.00 -2.00 -2.00 -1.00 -1.00
5391.80 3.80 -2.00 -2.00 -1.00 -1.00
5395.60 -2.80 -2.00 -2.00 -1.00 -1.00
5392.80 -3.20 -2.00 -2.00 -1.00 -1.00
5389.60 -4.40 -2.00 -2.00 -1.00 -1.00
5385.20 -1.00 -2.00 -2.00 -1.00 -1.00
5384.20 -1.20 -2.00 -2.00 -1.00 -1.00
5383.00 -1.40 -2.00 -2.00 -1.00 -1.00
5381.60 -2.20 -2.00 -2.00 -1.00 -1.00
5379.40 -2.40 -1.00 -1.00 -0.50 -0.50
5377.00 0.20 1.00 1.00 0.50 0.50
5377.20 1.60 1.00 1.00 0.50 0.50
5378.80 -6.20 0.00 0.00 0.00 0.00
5372.60 -0.80 2.00 2.00 1.00 1.00
5371.80 2.60 2.00 2.00 1.00 1.00
5374.40 3.60 2.00 2.00 1.00 1.00
5378.00 -0.40 2.00 2.00 1.00 1.00
5377.60 0.60 2.00 2.00 1.00 1.00
5378.20 -1.60 2.00 2.00 1.00 1.00
5376.60 1.60 2.00 2.00 1.00 1.00
5378.20 5.20 2.00 2.00 1.00 1.00
5383.40 1.40 2.00 2.00 1.00 1.00
5384.80 1.40 2.00 2.00 1.00 1.00
5386.20 0.20 2.00 2.00 1.00 1.00
5386.40 2.60 2.00 2.00 1.00 1.00
5389.00 1.60 2.00 2.00 1.00 1.00
5390.60 -2.20 1.00 1.00 0.50 0.50
5388.40 1.80 2.00 2.00 1.00 1.00
5390.20 3.20 2.00 2.00 1.00 1.00
5393.40 -1.40 0.00 0.00 0.00 0.00
5392.00 3.20 2.00 2.00 1.00 1.00
5395.20 -1.60 0.00 0.00 0.00 0.00
5393.60 -1.60 2.00 2.00 1.00 1.00
5392.00 -1.80 2.00 2.00 1.00 1.00
5390.20 1.20 2.00 2.00 1.00 1.00
5391.40 2.80 2.00 2.00 1.00 1.00
5394.20 2.20 2.00 2.00 1.00 1.00
5396.40 -2.00 2.00 2.00 1.00 1.00
5394.40 1.00 2.00 2.00 1.00 1.00
5395.40 1.80 2.00 2.00 1.00 1.00
5397.20 -1.20 2.00 2.00 1.00 1.00
5396.00 2.40 2.00 2.00 1.00 1.00
5398.40 -0.20 1.00 1.00 0.50 0.50
5398.20 1.80 1.00 1.00 0.50 0.50
5400.00 5.20 0.00 0.00 0.00 0.00
5405.20 -0.80 -2.00 -2.00 -1.00 -1.00
5404.40 -1.20 -2.00 -2.00 -1.00 -1.00
5403.20 -1.80 -2.00 -2.00 -1.00 -1.00
5401.40 -1.00 -2.00 -2.00 -1.00 -1.00
5400.40 3.20 -2.00 -2.00 -1.00 -1.00
5403.60 -2.40 -2.00 -2.00 -1.00 -1.00
5401.20 -1.20 -2.00 -2.00 -1.00 -1.00
5400.00 -5.20 -2.00 -2.00 -1.00 -1.00
5394.80 0.80 2.00 2.00 1.00 1.00
5395.60 2.60 1.00 1.00 0.50 0.50
5398.20 -1.00 0.00 0.00 0.00 0.00
5397.20 -0.40 0.00 0.00 0.00 0.00
5396.80 -0.80 1.00 1.00 0.50 0.50
5396.00 -3.00 2.00 2.00 1.00 1.00
5393.00 4.60 2.00 2.00 1.00 1.00
5397.60 1.40 1.00 1.00 0.50 0.50
5399.00 2.80 0.00 0.00 0.00 0.00
5401.80 -2.00 -1.00 -1.00 -0.50 -0.50
5399.80 -2.80 0.00 0.00 0.00 0.00
5397.00 3.80 2.00 2.00 1.00 1.00
5400.80 -4.20 0.00 0.00 0.00 0.00
5396.60 0.80 2.00 2.00 1.00 1.00
5397.40 1.80 2.00 2.00 1.00 1.00
5399.20 1.00 2.00 2.00 1.00 1.00
5400.20 0.80 2.00 2.00 1.00 1.00
5401.00 -2.60 2.00 2.00 1.00 1.00
5398.40 0.60 2.00 2.00 1.00 1.00
5399.00 0.80 2.00 2.00 1.00 1.00
5399.80 2.20 2.00 2.00 1.00 1.00
5402.00 0.00 2.00 2.00 1.00 1.00
5402.00 2.40 2.00 2.00 1.00 1.00
5404.40 0.80 2.00 2.00 1.00 1.00
5405.20 -1.00 2.00 2.00 1.00 1.00
5404.20 -0.20 2.00 2.00 1.00 1.00
5404.00 1.40 2.00 2.00 1.00 1.00
5405.40 1.20 2.00 2.00 1.00 1.00
5406.60 1.80 2.00 2.00 1.00 1.00
5408.40 0.20 2.00 2.00 1.00 1.00
5408.60 0.80 2.00 2.00 1.00 1.00
5409.40 3.60 2.00 2.00 1.00 1.00
5413.00 1.20 -2.00 -2.00 -1.00 -1.00
5414.20 0.40 -2.00 -2.00 -1.00 -1.00
5414.60 -2.60 -2.00 -2.00 -1.00 -1.00
5412.00 0.00 -2.00 -2.00 -1.00 -1.00
5412.00 0.80 -2.00 -2.00 -1.00 -1.00
5412.80 -0.60 -2.00 -2.00 -1.00 -1.00
5412.20 -0.20 -2.00 -2.00 -1.00 -1.00
5412.00 -3.20 -2.00 -2.00 -1.00 -1.00
5408.80 3.80 -2.00 -2.00 -1.00 -1.00
5412.60 1.40 -2.00 -2.00 -1.00 -1.00
5414.00 0.00 -2.00 -2.00 -1.00 -1.00
5414.00 -3.00 -2.00 -2.00 -1.00 -1.00
5411.00 -43.80 -2.00 -2.00 -1.00 -1.00
5367.20 1.20 -2.00 -2.00 -1.00 -1.00
5368.40 3.60 -2.00 -2.00 -1.00 -1.00
5372.00 -10.00 -2.00 -2.00 -1.00 -1.00
5362.00 -6.00 -2.00 -2.00 -1.00 -1.00
5356.00 -0.60 -2.00 -2.00 -1.00 -1.00
5355.40 -7.40 -2.00 -2.00 -1.00 -1.00
5348.00 1.80 -2.00 -2.00 -1.00 -1.00
5349.80 -8.20 -2.00 -2.00 -1.00 -1.00
5341.60 -5.80 -2.00 -2.00 -1.00 -1.00
5335.80 -2.20 -2.00 -2.00 -1.00 -1.00
5333.60 3.80 -2.00 -2.00 -1.00 -1.00
5337.40 3.40 -2.00 -2.00 -1.00 -1.00
5340.80 -9.60 -2.00 -2.00 -1.00 -1.00
5331.20 -4.20 -2.00 -2.00 -1.00 -1.00
5327.00 -3.40 -1.00 -1.00 -0.50 -0.50
5323.60 0.20 1.00 1.00 0.50 0.50
5323.80 4.40 2.00 2.00 1.00 1.00
5328.20 1.80 0.00 0.00 0.00 0.00
5330.00 7.60 -1.00 -1.00 -0.50 -0.50
5337.60 -9.60 -2.00 -2.00 -1.00 -1.00
5328.00 -2.80 0.00 0.00 0.00 0.00
5325.20 -7.20 1.00 1.00 0.50 0.50
5318.00 4.00 2.00 2.00 1.00 1.00
5322.00 -0.80 2.00 2.00 1.00 1.00
5321.20 -3.20 2.00 2.00 1.00 1.00
5318.00 4.40 2.00 2.00 1.00 1.00
5322.40 4.80 0.00 0.00 0.00 0.00
5327.20 2.20 -2.00 -2.00 -1.00 -1.00
5329.40 9.40 -2.00 -2.00 -1.00 -1.00
5338.80 -1.60 -2.00 -2.00 -1.00 -1.00
5337.20 1.40 -2.00 -2.00 -1.00 -1.00
5338.60 -6.80 -2.00 -2.00 -1.00 -1.00
5331.80 -4.00 -2.00 -2.00 -1.00 -1.00
5327.80 -8.00 -2.00 -2.00 -1.00 -1.00
5319.80 -3.20 -2.00 -2.00 -1.00 -1.00
5316.60 0.60 -2.00 -2.00 -1.00 -1.00
5317.20 -8.20 -2.00 -2.00 -1.00 -1.00
5309.00 -4.00 -2.00 -2.00 -1.00 -1.00
5305.00 -0.80 -2.00 -2.00 -1.00 -1.00
5304.20 -0.80 -2.00 -2.00 -1.00 -1.00
5303.40 -3.20 -2.00 -2.00 -1.00 -1.00
5300.20 -5.60 -2.00 -2.00 -1.00 -1.00
5294.60 -0.20 -2.00 -2.00 -1.00 -1.00
5294.40 0.00 -2.00 -2.00 -1.00 -1.00
5294.40 0.60 -2.00 -2.00 -1.00 -1.00
5295.00 -6.60 -2.00 -2.00 -1.00 -1.00
5288.40 2.60 0.00 0.00 0.00 0.00
5291.00 -3.00 -2.00 -2.00 -1.00 -1.00
5288.00 -0.40 0.00 0.00 0.00 0.00
5287.60 8.60 -1.00 -1.00 -0.50 -0.50
5296.20 -3.00 -2.00 -2.00 -1.00 -1.00
5293.20 -5.40 -2.00 -2.00 -1.00 -1.00
5287.80 -1.40 -2.00 -2.00 -1.00 -1.00
5286.40 6.80 -2.00 -2.00 -1.00 -1.00
5293.20 -5.40 -2.00 -2.00 -1.00 -1.00
5287.80 -6.00 -2.00 -2.00 -1.00 -1.00
5281.80 -0.60 0.00 0.00 0.00 0.00
5281.20 8.60 0.00 0.00 0.00 0.00
5289.80 -5.80 -2.00 -2.00 -1.00 -1.00
5284.00 -5.20 -2.00 -2.00 -1.00 -1.00
5278.80 3.60 0.00 0.00 0.00 0.00
5282.40 -2.80 -2.00 -2.00 -1.00 -1.00
5279.60 2.20 -1.00 -1.00 -0.50 -0.50
5281.80 6.00 -2.00 -2.00 -1.00 -1.00
5287.80 -2.60 -2.00 -2.00 -1.00 -1.00
5285.20 -8.20 -2.00 -2.00 -1.00 -1.00
5277.00 0.80 2.00 2.00 1.00 1.00
5277.80 0.60 2.00 2.00 1.00 1.00
5278.40 -2.40 2.00 2.00 1.00 1.00
5276.00 -9.00 2.00 2.00 1.00 1.00
5267.00 -4.20 2.00 2.00 1.00 1.00
5262.80 12.00 2.00 2.00 1.00 1.00
5274.80 5.20 2.00 2.00 1.00 1.00
5280.00 -0.60 1.00 1.00 0.50 0.50
5279.40 9.20 0.00 0.00 0.00 0.00
5288.60 2.40 -2.00 -2.00 -1.00 -1.00
5291.00 -1.00 -2.00 -2.00 -1.00 -1.00
5290.00 4.60 -2.00 -2.00 -1.00 -1.00
5294.60 -7.60 -2.00 -2.00 -1.00 -1.00
5287.00 -4.60 -2.00 -2.00 -1.00 -1.00
5282.40 -3.80 -2.00 -2.00 -1.00 -1.00
5278.60 -4.40 -2.00 -2.00 -1.00 -1.00
5274.20 -1.00 -2.00 -2.00 -1.00 -1.00
5273.20 0.00 -2.00 -2.00 -1.00 -1.00
5273.20 1.20 -2.00 -2.00 -1.00 -1.00
5274.40 -5.60 -2.00 -2.00 -1.00 -1.00
5268.80 0.80 -2.00 -2.00 -1.00 -1.00
5269.60 -5.20 -2.00 -2.00 -1.00 -1.00
5264.40 -8.20 -2.00 -2.00 -1.00 -1.00
5256.20 -1.80 -2.00 -2.00 -1.00 -1.00
5254.40 -2.60 -1.00 -1.00 -0.50 -0.50
5251.80 -3.20 1.00 1.00 0.50 0.50
5248.60 7.00 2.00 2.00 1.00 1.00
5255.60 -6.80 -1.00 -1.00 -0.50 -0.50
5248.80 -3.80 2.00 2.00 1.00 1.00
5245.00 7.80 2.00 2.00 1.00 1.00
5252.80 2.40 2.00 2.00 1.00 1.00
5255.20 -6.00 0.00 0.00 0.00 0.00
5249.20 -3.80 2.00 2.00 1.00 1.00
5245.40 3.20 2.00 2.00 1.00 1.00
5248.60 1.60 2.00 2.00 1.00 1.00
5250.20 15.40 2.00 2.00 1.00 1.00
5265.60 -0.60 -2.00 -2.00 -1.00 -1.00
5265.00 -4.40 -2.00 -2.00 -1.00 -1.00
5260.60 -5.80 -2.00 -2.00 -1.00 -1.00
5254.80 1.80 2.00 2.00 1.00 1.00
5256.60 -0.80 2.00 2.00 1.00 1.00
5255.80 3.40 2.00 2.00 1.00 1.00
5259.20 -2.80 2.00 2.00 1.00 1.00
5256.40 -2.60 2.00 2.00 1.00 1.00
5253.80 -2.80 2.00 2.00 1.00 1.00
5251.00 -2.40 2.00 2.00 1.00 1.00
5248.60 3.20 2.00 2.00 1.00 1.00
5251.80 2.60 2.00 2.00 1.00 1.00
5254.40 9.00 2.00 2.00 1.00 1.00
5263.40 4.60 2.00 2.00 1.00 1.00
5268.00 8.20 2.00 2.00 1.00 1.00
5276.20 5.20 2.00 2.00 1.00 1.00
5281.40 -8.00 2.00 2.00 1.00 1.00
5273.40 -2.60 2.00 2.00 1.00 1.00
5270.80 21.00 2.00 2.00 1.00 1.00
5291.80 -0.80 -2.00 -2.00 -1.00 -1.00
5291.00 -1.00 -2.00 -2.00 -1.00 -1.00
5290.00 5.80 -2.00 -2.00 -1.00 -1.00
5295.80 -4.40 -2.00 -2.00 -1.00 -1.00
5291.40 0.60 -2.00 -2.00 -1.00 -1.00
5292.00 -5.00 -2.00 -2.00 -1.00 -1.00
5287.00 0.60 -2.00 -2.00 -1.00 -1.00
5287.60 -2.00 -2.00 -2.00 -1.00 -1.00
5285.60 -6.00 -2.00 -2.00 -1.00 -1.00
5279.60 -2.60 -2.00 -2.00 -1.00 -1.00
5277.00 5.60 -2.00 -2.00 -1.00 -1.00
5282.60 -5.40 -2.00 -2.00 -1.00 -1.00
5277.20 -4.20 -2.00 -2.00 -1.00 -1.00
5273.00 -1.00 -2.00 -2.00 -1.00 -1.00
5272.00 3.00 -2.00 -2.00 -1.00 -1.00
5275.00 0.20 -2.00 -2.00 -1.00 -1.00
5275.20 -4.00 -2.00 -2.00 -1.00 -1.00
5271.20 -1.40 -2.00 -2.00 -1.00 -1.00
5269.80 0.80 -2.00 -2.00 -1.00 -1.00
5270.60 3.40 -2.00 -2.00 -1.00 -1.00
5274.00 -3.00 -2.00 -2.00 -1.00 -1.00
5271.00 -3.20 -2.00 -2.00 -1.00 -1.00
5267.80 -0.40 -2.00 -2.00 -1.00 -1.00
5267.40 -3.00 -2.00 -2.00 -1.00 -1.00
5264.40 -1.80 -2.00 -2.00 -1.00 -1.00
5262.60 0.00 0.00 0.00 0.00 0.00
5262.60 -0.60 0.00 0.00 0.00 0.00
5262.00 3.00 1.00 1.00 0.50 0.50
5265.00 -5.60 -1.00 -1.00 -0.50 -0.50
5259.40 0.00 2.00 2.00 1.00 1.00
